600870,2,7.95,8.75,0.100628930818
600719,4,7.03,7.55,0.0739687055477
000750,3,11.5,7.66,-0.333913043478
600755,6,6.58,7.88,0.197568389058
002378,7,9.78,10.08,0.0306748466258
300256,10,23.8,12.93,-0.456722689076
300082,4,6.31,6.47,0.0253565768621
300312,5,30.35,16.45,-0.457990115321
002610,12,10.15,17.66,0.739901477833
601555,2,13.34,12.62,-0.0539730134933
002798,5,12.68,22.28,0.757097791798
601198,3,26.89,24.26,-0.0978058757903
000534,6,12.9,14.82,0.148837209302
600111,4,12.66,15.04,0.187993680885
600764,6,18.0,20.64,0.146666666667
300206,7,22.54,27.56,0.222715173026
600061,4,18.89,17.46,-0.0757014293277
002673,5,26.6,24.05,-0.0958646616541
300348,4,58.09,25.92,-0.553795834051
002265,7,12.65,13.62,0.0766798418972
600693,5,14.3,7.03,-0.508391608392
002352,1,27.67,15.16,-0.452114203108
300399,8,43.77,38.78,-0.114005026274
300127,13,13.85,24.5,0.768953068592
600549,7,19.31,26.81,0.388399792853
603959,11,8.68,22.53,1.59562211982
603636,5,63.0,61.11,-0.03
002800,2,9.24,12.2,0.320346320346
300377,14,79.41,41.22,-0.480921798262
600756,3,32.9,29.13,-0.114589665653
000018,7,48.92,45.51,-0.0697056418643
300440,7,78.14,31.11,-0.601868441259
300278,5,15.42,15.61,0.0123216601816
300513,2,14.08,18.58,0.319602272727
600588,3,20.63,19.02,-0.0780416868638
300275,6,19.37,19.46,0.00464636035106
603528,19,13.61,80.04,4.88096987509
300033,5,76.03,80.48,0.058529527818
300059,6,44.0,21.99,-0.500227272727
002279,7,56.28,22.65,-0.597547974414
000626,6,70.83,57.18,-0.192714951292
603339,9,14.67,31.45,1.14383094751
300467,7,73.17,61.36,-0.161404947383
002782,15,33.38,60.59,0.815158777711
300379,10,72.0,70.27,-0.0240277777778
300479,7,83.9,84.57,0.00798569725864
300494,10,83.6,89.41,0.0694976076555
603306,4,34.97,48.06,0.37432084644
002668,7,69.0,61.26,-0.112173913043
603779,12,6.64,18.92,1.84939759036
600259,12,42.8,67.1,0.567757009346
300503,10,37.24,56.43,0.515306122449
300496,10,191.03,271.59,0.421713866932
300493,13,47.5,63.47,0.336210526316
300484,25,57.87,115.39,0.993951961293
300380,3,48.06,43.12,-0.10278818144
300339,4,36.25,32.78,-0.095724137931
300302,6,51.7,59.84,0.157446808511
300109,9,51.16,51.48,0.00625488663018
300085,6,46.07,32.23,-0.300412415889
002018,10,20.86,10.01,-0.520134228188
300468,9,62.02,59.64,-0.038374717833
002679,6,21.31,23.77,0.115438761145
300235,9,25.65,22.78,-0.111890838207
002657,7,62.8,53.93,-0.141242038217
300445,8,43.28,50.85,0.174907578558
002268,5,37.9,33.68,-0.111345646438
300281,2,14.75,13.76,-0.0671186440678
300512,4,25.09,40.07,0.597050617776
300213,6,26.13,23.01,-0.119402985075
002140,2,14.45,18.39,0.272664359862
002264,2,7.28,8.81,0.210164835165
002405,2,29.14,32.05,0.0998627316404
600446,9,36.2,30.84,-0.148066298343
603022,4,51.9,21.92,-0.577649325626
300078,7,33.0,29.3,-0.112121212121
300359,7,72.88,28.64,-0.607025246981
002797,8,12.77,27.54,1.15661707126
000712,3,21.8,19.28,-0.115596330275
300114,7,37.93,24.57,-0.352227788031
300211,10,22.94,23.25,0.0135135135135
300075,5,22.62,21.05,-0.0694076038904
002096,3,18.33,15.65,-0.146208401528
002048,10,15.99,20.72,0.295809881176
300276,7,19.88,20.17,0.0145875251509
300013,4,14.95,14.77,-0.0120401337793
002500,4,11.8,14.77,0.251694915254
601107,2,4.72,4.85,0.0275423728814
600392,13,10.36,19.29,0.861969111969
600058,5,16.3,18.41,0.129447852761
000970,6,11.61,16.21,0.396210163652
000969,7,10.66,15.11,0.417448405253
002211,1,11.59,11.59,0.0
300174,7,21.64,25.28,0.16820702403
000795,6,12.29,9.28,-0.244914564687
300083,10,36.21,9.17,-0.746755040044
000728,2,18.45,17.12,-0.0720867208672
603567,4,40.68,48.37,0.189036381514
300343,6,85.95,87.44,0.0173356602676
601788,2,19.11,16.97,-0.11198325484
600730,7,17.0,14.15,-0.167647058824
300047,6,18.33,17.9,-0.0234588106929
000815,5,26.35,21.34,-0.190132827324
300404,7,33.9,38.83,0.145427728614
600366,5,19.55,25.72,0.315601023018
002434,4,10.31,9.7,-0.0591658583899
601901,1,7.89,7.39,-0.063371356147
002649,2,38.36,36.79,-0.0409280500521
002571,4,14.04,13.98,-0.0042735042735
300224,6,20.13,24.77,0.230501738698
002034,7,35.81,35.8,-0.000279251605697
300311,6,31.49,31.4,-0.00285805017466
300212,6,30.03,27.68,-0.0782550782551
000681,4,25.8,23.25,-0.0988372093023
300340,11,26.79,45.19,0.686823441583
002312,5,21.1,18.24,-0.135545023697
600570,8,57.01,61.18,0.0731450622698
002253,8,55.0,37.2,-0.323636363636
002769,9,69.88,91.1,0.303663423011
601688,2,17.01,18.49,0.0870076425632
600980,8,19.75,30.1,0.524050632911
300245,5,24.6,21.86,-0.111382113821
600202,5,12.2,9.82,-0.195081967213
603019,4,68.7,37.0,-0.461426491994
000657,6,16.4,15.27,-0.0689024390244
300121,5,12.18,11.88,-0.0246305418719
603158,5,39.88,43.93,0.101554663992
002484,3,18.56,13.6,-0.26724137931
000686,2,14.09,12.45,-0.116394606104
